"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
7444;"2017-02-04";"11";"Facture carte";"-100.91"
7445;"2017-02-04";"56";"Prélévement automatique";"-90.45"
7446;"2017-02-04";"172";"Prélévement automatique";"-187.16"
7447;"2017-02-04";"137";"Prélévement automatique";"-102.99"
7448;"2017-02-04";"25";"Facture carte";"-9.68"
7449;"2017-02-04";"132";"Prélévement automatique";"-87.11"
7450;"2017-02-04";"37";"Versement forfaitaire";"311.78"
7451;"2017-02-04";"64";"Encaissement chèque 231874";"-339.02"
7452;"2017-02-04";"88";"Encaissement chèque 176751";"-334.4"
7453;"2017-02-04";"195";"Prélévement automatique";"-171.48"
7454;"2017-02-04";"36";"Encaissement chèque 435732";"333.1"
7455;"2017-02-04";"3";"Facture carte";"-170.22"
7456;"2017-02-04";"11";"Prélévement automatique";"-151.3"
7457;"2017-02-04";"166";"Facture carte";"-14.4"
7458;"2017-02-04";"2";"Facture carte";"-158.65"
7459;"2017-02-04";"23";"Virement";"-298.69"
7460;"2017-02-04";"34";"Prélévement automatique";"-157.66"
7461;"2017-02-04";"166";"Virement";"687.63"
7462;"2017-02-04";"2";"Facture carte";"-140.05"
7463;"2017-02-04";"171";"Virement";"1133.79"
7464;"2017-02-04";"57";"Encaissement chèque 437257";"-194.72"
7465;"2017-02-04";"172";"Prélévement automatique";"-146.53"
7466;"2017-02-04";"106";"Intérets reversés au capital";"556.04"
7467;"2017-02-04";"58";"Prélévement automatique";"-83.21"
7468;"2017-02-04";"3";"Facture carte";"-37.75"
7469;"2017-02-04";"17";"Facture carte";"-41.29"
7470;"2017-02-04";"179";"Prélévement automatique";"-170.53"
7471;"2017-02-04";"75";"Prélévement automatique";"-20.36"
7472;"2017-02-04";"166";"Virement";"529.87"
7473;"2017-02-04";"17";"Facture carte";"-62.1"
7474;"2017-02-04";"112";"Encaissement chèque 333013";"-30.31"
7475;"2017-02-04";"179";"Encaissement chèque 747734";"-330.11"
7476;"2017-02-04";"187";"Prélévement automatique";"-147.74"
7477;"2017-02-04";"112";"Facture carte";"-152.01"
7478;"2017-02-04";"118";"Facture carte";"-20.8"
7479;"2017-02-04";"109";"Encaissement chèque 645589";"284.51"
7480;"2017-02-04";"158";"Encaissement chèque 382241";"-395.3"
7481;"2017-02-04";"143";"Virement";"305.74"
7482;"2017-02-04";"48";"Facture carte";"-28.95"
7483;"2017-02-04";"193";"Prélévement automatique";"-41.76"
7484;"2017-02-04";"13";"Encaissement chèque 184567";"-139.08"
7485;"2017-02-04";"104";"Virement";"400.55"
7486;"2017-02-04";"2";"Encaissement chèque 953379";"-6.2"
7487;"2017-02-04";"19";"Encaissement chèque 410993";"40.87"
7488;"2017-02-04";"164";"Prélévement automatique";"-139.33"
7489;"2017-02-04";"34";"Facture carte";"-57.48"
7490;"2017-02-04";"36";"Facture carte";"-35.15"
7491;"2017-02-04";"187";"Encaissement chèque 094799";"104.71"
7492;"2017-02-04";"131";"Prélévement automatique";"-71.47"
7493;"2017-02-04";"104";"Virement";"1445.96"
7494;"2017-02-04";"95";"Encaissement chèque 618861";"445.15"
7495;"2017-02-04";"99";"Virement";"191.14"
7496;"2017-02-04";"12";"Encaissement chèque 059776";"341.96"
7497;"2017-02-04";"19";"Facture carte";"-5.05"
7498;"2017-02-04";"56";"Virement";"-103.75"
7499;"2017-02-04";"41";"Prélévement automatique";"-184.06"
7500;"2017-02-04";"111";"Virement";"530.04"
7501;"2017-02-04";"168";"Facture carte";"-125.93"
7502;"2017-02-04";"41";"Virement";"573.42"
7503;"2017-02-04";"118";"Virement";"1059.0"
7504;"2017-02-04";"168";"Encaissement chèque 001247";"380.31"
7505;"2017-02-04";"87";"Prélévement automatique";"-97.48"
7506;"2017-02-04";"87";"Facture carte";"-54.71"
7507;"2017-02-04";"50";"Prélévement automatique";"-59.7"
7508;"2017-02-04";"179";"Prélévement automatique";"-191.73"
7509;"2017-02-04";"25";"Virement";"523.56"
7510;"2017-02-04";"1";"Facture carte";"-174.37"
7511;"2017-02-04";"109";"Facture carte";"-52.25"
7512;"2017-02-04";"80";"Facture carte";"-152.46"
7513;"2017-02-04";"48";"Prélévement automatique";"-112.36"
7514;"2017-02-04";"109";"Encaissement chèque 552943";"262.7"
7515;"2017-02-04";"166";"Prélévement automatique";"-95.07"
7516;"2017-02-04";"109";"Encaissement chèque 666078";"161.01"
7517;"2017-02-04";"8";"Prélévement automatique";"-76.1"
7518;"2017-02-04";"153";"Prélévement automatique";"-54.82"
7519;"2017-02-04";"57";"Facture carte";"-92.39"
7520;"2017-02-04";"13";"Facture carte";"-3.03"
7521;"2017-02-04";"136";"Prélévement automatique";"-84.51"
7522;"2017-02-04";"179";"Virement";"933.17"
7523;"2017-02-04";"41";"Virement";"406.9"
7524;"2017-02-04";"2";"Prélévement automatique";"-132.39"
7525;"2017-02-04";"131";"Facture carte";"-196.78"
7526;"2017-02-04";"153";"Prélévement automatique";"-31.92"
7527;"2017-02-04";"38";"Intérets reversés au capital";"942.0"
7528;"2017-02-04";"11";"Prélévement automatique";"-89.0"
7529;"2017-02-04";"132";"Virement";"158.55"
7530;"2017-02-04";"171";"Encaissement chèque 231623";"-262.18"
7531;"2017-02-04";"153";"Prélévement automatique";"-71.48"
7532;"2017-02-04";"42";"Prélévement automatique";"-130.69"
7533;"2017-02-04";"122";"Virement";"1473.49"
7534;"2017-02-04";"13";"Facture carte";"-22.52"
7535;"2017-02-04";"171";"Virement";"357.8"
7536;"2017-02-04";"132";"Encaissement chèque 703639";"112.59"
7537;"2017-02-04";"195";"Prélévement automatique";"-21.18"
7538;"2017-02-04";"172";"Prélévement automatique";"-130.38"
7539;"2017-02-04";"101";"Prélévement automatique";"-34.74"
7540;"2017-02-04";"168";"Facture carte";"-75.14"
7541;"2017-02-04";"25";"Facture carte";"-23.63"
7542;"2017-02-04";"73";"Encaissement chèque 211634";"-253.33"
7543;"2017-02-04";"73";"Encaissement chèque 662350";"-200.23"
7544;"2017-02-04";"3";"Prélévement automatique";"-94.37"
7545;"2017-02-04";"73";"Encaissement chèque 342808";"122.37"
7546;"2017-02-04";"13";"Encaissement chèque 695143";"-80.99"
7547;"2017-02-04";"48";"Encaissement chèque 345430";"-249.49"
7548;"2017-02-04";"153";"Facture carte";"-65.46"
7549;"2017-02-04";"161";"Facture carte";"-118.66"
7550;"2017-02-04";"10";"Encaissement chèque 928741";"461.25"
7551;"2017-02-04";"172";"Virement";"-69.25"
7552;"2017-02-04";"30";"Prélévement automatique";"-114.4"
7553;"2017-02-04";"193";"Prélévement automatique";"-118.03"
7554;"2017-02-04";"11";"Facture carte";"-139.32"
7555;"2017-02-04";"101";"Virement";"435.93"
7556;"2017-02-04";"11";"Facture carte";"-175.08"
7557;"2017-02-04";"48";"Encaissement chèque 130678";"63.89"
7558;"2017-02-04";"11";"Encaissement chèque 580206";"-141.32"
7559;"2017-02-04";"132";"Facture carte";"-124.52"
7560;"2017-02-04";"50";"Prélévement automatique";"-74.31"
7561;"2017-02-04";"41";"Prélévement automatique";"-79.07"
7562;"2017-02-04";"57";"Facture carte";"-92.27"
7563;"2017-02-04";"41";"Encaissement chèque 092311";"-160.51"
7564;"2017-02-04";"122";"Encaissement chèque 122093";"-217.71"
7565;"2017-02-04";"125";"Prélévement automatique";"-36.19"
7566;"2017-02-04";"109";"Facture carte";"-14.06"
7567;"2017-02-04";"109";"Facture carte";"-63.73"
7568;"2017-02-04";"153";"Virement";"961.33"
7569;"2017-02-04";"137";"Prélévement automatique";"-165.32"
7570;"2017-02-04";"56";"Encaissement chèque 904601";"277.69"
7571;"2017-02-04";"167";"Virement";"673.91"
7572;"2017-02-04";"179";"Encaissement chèque 399054";"308.18"
7573;"2017-02-04";"166";"Facture carte";"-8.49"
7574;"2017-02-04";"8";"Virement";"170.13"
7575;"2017-02-04";"109";"Facture carte";"-106.5"
7576;"2017-02-04";"193";"Encaissement chèque 240096";"352.03"
7577;"2017-02-04";"83";"Encaissement chèque 198393";"317.98"
7578;"2017-02-04";"12";"Encaissement chèque 376328";"76.17"
7579;"2017-02-04";"183";"Prélévement automatique";"-181.75"
7580;"2017-02-04";"88";"Facture carte";"-5.76"
7581;"2017-02-04";"138";"Encaissement chèque 606273";"-76.27"
7582;"2017-02-04";"41";"Prélévement automatique";"-85.38"
7583;"2017-02-04";"44";"Encaissement chèque 727019";"-65.65"
7584;"2017-02-04";"91";"Prélévement automatique";"-111.54"
7585;"2017-02-04";"134";"Virement";"1433.34"
7586;"2017-02-04";"17";"Virement";"476.1"
7587;"2017-02-04";"186";"Virement";"576.66"
7588;"2017-02-04";"80";"Prélévement automatique";"-57.02"
7589;"2017-02-04";"41";"Virement";"1196.84"
7590;"2017-02-04";"193";"Prélévement automatique";"-123.97"
7591;"2017-02-05";"2";"Prélévement automatique";"-52.61"
7592;"2017-02-05";"103";"Facture carte";"-84.2"
7593;"2017-02-05";"45";"Virement";"194.9"
7594;"2017-02-05";"193";"Virement";"33.39"
7595;"2017-02-05";"150";"Prélévement automatique";"-53.33"
7596;"2017-02-05";"118";"Facture carte";"-131.92"
7597;"2017-02-05";"3";"Facture carte";"-129.44"
7598;"2017-02-05";"187";"Facture carte";"-144.44"
7599;"2017-02-05";"179";"Facture carte";"-108.28"
7600;"2017-02-05";"12";"Encaissement chèque 788439";"182.4"
7601;"2017-02-05";"161";"Prélévement automatique";"-188.84"
7602;"2017-02-05";"136";"Prélévement automatique";"-160.44"
7603;"2017-02-05";"80";"Virement";"392.31"
7604;"2017-02-05";"58";"Prélévement automatique";"-164.15"
7605;"2017-02-05";"91";"Prélévement automatique";"-41.25"
7606;"2017-02-05";"41";"Prélévement automatique";"-52.49"
7607;"2017-02-05";"132";"Virement";"337.69"
7608;"2017-02-05";"30";"Facture carte";"-105.17"
7609;"2017-02-05";"5";"Versement forfaitaire";"409.73"
7610;"2017-02-05";"103";"Virement";"1525.31"
7611;"2017-02-05";"48";"Facture carte";"-61.29"
7612;"2017-02-05";"12";"Facture carte";"-14.37"
7613;"2017-02-05";"42";"Encaissement chèque 939387";"203.18"
7614;"2017-02-05";"19";"Prélévement automatique";"-113.69"
7615;"2017-02-05";"56";"Virement";"376.92"
7616;"2017-02-05";"166";"Virement";"636.14"
7617;"2017-02-05";"168";"Prélévement automatique";"-96.59"
7618;"2017-02-05";"161";"Prélévement automatique";"-193.86"
7619;"2017-02-05";"50";"Encaissement chèque 370316";"225.04"
7620;"2017-02-05";"138";"Virement";"1334.98"
7621;"2017-02-05";"167";"Encaissement chèque 575925";"-183.89"
7622;"2017-02-05";"12";"Virement";"1064.13"
7623;"2017-02-05";"111";"Encaissement chèque 906264";"358.15"
7624;"2017-02-05";"58";"Virement";"1154.5"
7625;"2017-02-05";"193";"Prélévement automatique";"-159.87"
7626;"2017-02-05";"111";"Prélévement automatique";"-152.62"
7627;"2017-02-05";"134";"Encaissement chèque 564836";"66.11"
7628;"2017-02-05";"118";"Prélévement automatique";"-162.74"
7629;"2017-02-05";"183";"Virement";"327.57"
7630;"2017-02-05";"186";"Prélévement automatique";"-150.19"
7631;"2017-02-05";"156";"Versement forfaitaire";"252.02"
7632;"2017-02-05";"33";"Virement";"1179.75"
7633;"2017-02-05";"33";"Prélévement automatique";"-103.75"
7634;"2017-02-05";"138";"Encaissement chèque 714319";"353.24"
7635;"2017-02-05";"168";"Encaissement chèque 913216";"268.66"
7636;"2017-02-05";"179";"Virement";"1581.08"
7637;"2017-02-05";"48";"Prélévement automatique";"-195.16"
7638;"2017-02-05";"187";"Virement";"743.98"
7639;"2017-02-05";"57";"Encaissement chèque 227185";"-311.25"
7640;"2017-02-05";"158";"Virement";"724.91"
7641;"2017-02-05";"91";"Facture carte";"-90.81"
7642;"2017-02-05";"195";"Facture carte";"-159.0"
7643;"2017-02-05";"17";"Prélévement automatique";"-49.27"
7644;"2017-02-05";"12";"Virement";"1380.15"
7645;"2017-02-05";"150";"Encaissement chèque 750037";"-165.67"
7646;"2017-02-05";"41";"Virement";"-121.94"
7647;"2017-02-05";"103";"Facture carte";"-124.55"
7648;"2017-02-05";"23";"Virement";"999.34"
7649;"2017-02-05";"80";"Virement";"1178.73"
7650;"2017-02-05";"136";"Encaissement chèque 265967";"-155.29"
7651;"2017-02-05";"195";"Encaissement chèque 875797";"-256.27"
7652;"2017-02-05";"57";"Encaissement chèque 565544";"-146.88"
7653;"2017-02-05";"122";"Facture carte";"-122.51"
7654;"2017-02-05";"114";"Intérets reversés au capital";"210.58"
7655;"2017-02-05";"1";"Virement";"881.87"
7656;"2017-02-05";"186";"Prélévement automatique";"-147.95"
7657;"2017-02-05";"161";"Virement";"656.52"
7658;"2017-02-05";"36";"Facture carte";"-154.77"
7659;"2017-02-05";"137";"Virement";"107.22"
7660;"2017-02-05";"88";"Encaissement chèque 550176";"294.74"
7661;"2017-02-05";"87";"Virement";"1002.53"
7662;"2017-02-05";"112";"Encaissement chèque 588413";"-113.8"
7663;"2017-02-05";"172";"Facture carte";"-79.02"
7664;"2017-02-05";"58";"Facture carte";"-34.6"
7665;"2017-02-05";"183";"Encaissement chèque 780905";"-195.02"
7666;"2017-02-05";"58";"Prélévement automatique";"-92.7"
7667;"2017-02-05";"125";"Facture carte";"-82.46"
7668;"2017-02-05";"11";"Encaissement chèque 570169";"108.69"
7669;"2017-02-05";"34";"Prélévement automatique";"-142.32"
7670;"2017-02-05";"2";"Prélévement automatique";"-32.91"
7671;"2017-02-05";"112";"Prélévement automatique";"-62.97"
7672;"2017-02-05";"137";"Encaissement chèque 503724";"-7.87"
7673;"2017-02-05";"168";"Virement";"947.59"
7674;"2017-02-05";"41";"Prélévement automatique";"-83.65"
7675;"2017-02-05";"34";"Encaissement chèque 726084";"15.54"
7676;"2017-02-05";"186";"Prélévement automatique";"-107.52"
7677;"2017-02-05";"103";"Encaissement chèque 992382";"-375.86"
7678;"2017-02-05";"34";"Encaissement chèque 301438";"148.27"
7679;"2017-02-05";"153";"Virement";"1228.5"
7680;"2017-02-05";"105";"Facture carte";"-177.52"
7681;"2017-02-05";"168";"Facture carte";"-30.46"
7682;"2017-02-05";"143";"Encaissement chèque 173846";"-45.44"
7683;"2017-02-05";"8";"Encaissement chèque 268920";"-131.6"
7684;"2017-02-05";"111";"Facture carte";"-168.88"
7685;"2017-02-05";"50";"Virement";"1118.05"
7686;"2017-02-05";"143";"Encaissement chèque 052782";"-213.46"
7687;"2017-02-05";"19";"Virement";"1452.08"
7688;"2017-02-05";"101";"Prélévement automatique";"-69.75"
7689;"2017-02-05";"25";"Encaissement chèque 234011";"326.54"
7690;"2017-02-05";"3";"Encaissement chèque 842061";"-228.13"
7691;"2017-02-05";"131";"Facture carte";"-34.66"
7692;"2017-02-05";"34";"Prélévement automatique";"-152.21"
7693;"2017-02-05";"44";"Virement";"718.33"
7694;"2017-02-05";"125";"Encaissement chèque 570307";"251.27"
7695;"2017-02-05";"144";"Encaissement chèque 547724";"475.41"
7696;"2017-02-05";"33";"Virement";"880.18"
7697;"2017-02-05";"87";"Encaissement chèque 608971";"-140.75"
7698;"2017-02-05";"19";"Prélévement automatique";"-72.7"
7699;"2017-02-05";"137";"Encaissement chèque 209217";"67.07"
7700;"2017-02-05";"11";"Prélévement automatique";"-169.46"
7701;"2017-02-05";"25";"Encaissement chèque 523841";"-107.45"
7702;"2017-02-05";"2";"Virement";"1091.29"
7703;"2017-02-05";"33";"Prélévement automatique";"-192.84"
7704;"2017-02-05";"12";"Facture carte";"-50.65"
7705;"2017-02-05";"2";"Prélévement automatique";"-74.06"
7706;"2017-02-05";"2";"Virement";"-110.27"
7707;"2017-02-05";"44";"Prélévement automatique";"-94.05"
7708;"2017-02-05";"36";"Prélévement automatique";"-154.88"
7709;"2017-02-05";"168";"Facture carte";"-40.43"
7710;"2017-02-05";"91";"Encaissement chèque 876999";"332.76"
7711;"2017-02-05";"125";"Virement";"458.18"
7712;"2017-02-05";"131";"Virement";"244.24"
7713;"2017-02-05";"50";"Prélévement automatique";"-46.64"
7714;"2017-02-05";"161";"Virement";"845.58"
7715;"2017-02-05";"36";"Facture carte";"-102.87"
7716;"2017-02-05";"41";"Encaissement chèque 388424";"-286.23"
7717;"2017-02-05";"168";"Encaissement chèque 647290";"54.36"
7718;"2017-02-05";"88";"Encaissement chèque 513327";"118.78"
7719;"2017-02-05";"193";"Virement";"12.94"
7720;"2017-02-05";"64";"Encaissement chèque 933243";"178.87"
7721;"2017-02-05";"138";"Virement";"754.91"
7722;"2017-02-05";"161";"Facture carte";"-53.05"
7723;"2017-02-05";"1";"Prélévement automatique";"-96.39"
7724;"2017-02-05";"104";"Facture carte";"-71.86"
7725;"2017-02-05";"105";"Virement";"-38.22"
7726;"2017-02-05";"179";"Encaissement chèque 819445";"-335.15"
7727;"2017-02-05";"34";"Encaissement chèque 466190";"241.51"
7728;"2017-02-05";"34";"Virement";"429.42"
7729;"2017-02-05";"136";"Prélévement automatique";"-103.95"
7730;"2017-02-05";"125";"Virement";"1320.65"
7731;"2017-02-05";"143";"Prélévement automatique";"-119.56"
7732;"2017-02-05";"17";"Facture carte";"-195.95"
7733;"2017-02-05";"87";"Encaissement chèque 358290";"60.37"
7734;"2017-02-05";"87";"Prélévement automatique";"-56.17"
7735;"2017-02-05";"195";"Virement";"13.16"
7736;"2017-02-05";"82";"Intérets reversés au capital";"2778.69"
7737;"2017-02-05";"137";"Encaissement chèque 958296";"107.44"
7738;"2017-02-05";"109";"Prélévement automatique";"-73.19"
7739;"2017-02-05";"104";"Virement";"812.11"
7740;"2017-02-05";"13";"Facture carte";"-12.35"
7741;"2017-02-05";"12";"Encaissement chèque 666351";"-197.89"
7742;"2017-02-05";"1";"Encaissement chèque 081776";"-317.35"
7743;"2017-02-05";"50";"Prélévement automatique";"-92.94"
7744;"2017-02-05";"166";"Prélévement automatique";"-191.52"
7745;"2017-02-05";"136";"Facture carte";"-77.45"
7746;"2017-02-05";"2";"Facture carte";"-123.84"
7747;"2017-02-05";"19";"Encaissement chèque 227633";"-335.51"
7748;"2017-02-05";"187";"Encaissement chèque 512931";"-298.23"
7749;"2017-02-05";"75";"Encaissement chèque 880370";"-330.84"
7750;"2017-02-05";"103";"Encaissement chèque 667375";"17.78"
7751;"2017-02-05";"150";"Facture carte";"-6.69"
7752;"2017-02-05";"166";"Virement";"970.44"
7753;"2017-02-05";"48";"Virement";"1472.32"
7754;"2017-02-05";"187";"Encaissement chèque 215431";"246.15"
7755;"2017-02-05";"97";"Intérets reversés au capital";"503.33"
7756;"2017-02-05";"48";"Encaissement chèque 696114";"-273.32"
7757;"2017-02-05";"164";"Prélévement automatique";"-182.97"
7758;"2017-02-05";"122";"Prélévement automatique";"-66.47"
7759;"2017-02-05";"164";"Virement";"-294.95"
7760;"2017-02-05";"101";"Virement";"975.4"
7761;"2017-02-05";"137";"Virement";"1134.66"
7762;"2017-02-05";"1";"Virement";"134.11"
7763;"2017-02-05";"111";"Prélévement automatique";"-34.37"
7764;"2017-02-05";"132";"Prélévement automatique";"-51.28"
7765;"2017-02-05";"36";"Encaissement chèque 215278";"264.79"
7766;"2017-02-05";"179";"Facture carte";"-198.48"
7767;"2017-02-05";"171";"Prélévement automatique";"-127.72"
7768;"2017-02-05";"57";"Encaissement chèque 444027";"328.2"
7769;"2017-02-05";"109";"Virement";"257.13"
7770;"2017-02-05";"1";"Encaissement chèque 171201";"317.39"
7771;"2017-02-05";"37";"Virement";"-160.05"
7772;"2017-02-05";"1";"Virement";"1580.26"
7773;"2017-02-05";"109";"Virement";"1413.88"
7774;"2017-02-05";"111";"Virement";"1068.23"
7775;"2017-02-05";"91";"Prélévement automatique";"-110.79"
7776;"2017-02-05";"44";"Encaissement chèque 156932";"61.15"
7777;"2017-02-05";"153";"Encaissement chèque 580478";"-225.39"
7778;"2017-02-05";"101";"Prélévement automatique";"-53.84"
7779;"2017-02-05";"168";"Encaissement chèque 514644";"245.08"
7780;"2017-02-05";"80";"Prélévement automatique";"-189.79"
7781;"2017-02-05";"109";"Prélévement automatique";"-50.86"
7782;"2017-02-05";"134";"Prélévement automatique";"-34.51"
7783;"2017-02-05";"166";"Facture carte";"-97.29"
7784;"2017-02-05";"42";"Facture carte";"-142.26"
7785;"2017-02-05";"3";"Encaissement chèque 767656";"-348.78"
7786;"2017-02-05";"125";"Facture carte";"-164.17"
7787;"2017-02-05";"187";"Facture carte";"-131.62"
7788;"2017-02-05";"57";"Encaissement chèque 425515";"1.21"
7789;"2017-02-05";"166";"Facture carte";"-116.34"
7790;"2017-02-05";"11";"Prélévement automatique";"-61.75"
7791;"2017-02-05";"136";"Prélévement automatique";"-69.0"
7792;"2017-02-05";"44";"Encaissement chèque 751141";"-399.08"
7793;"2017-02-05";"41";"Prélévement automatique";"-182.13"
7794;"2017-02-05";"73";"Virement";"877.03"
7795;"2017-02-05";"41";"Encaissement chèque 871695";"-399.2"
7796;"2017-02-05";"158";"Prélévement automatique";"-108.48"
7797;"2017-02-05";"13";"Encaissement chèque 227217";"-344.71"
7798;"2017-02-05";"131";"Encaissement chèque 991434";"203.83"
7799;"2017-02-05";"118";"Prélévement automatique";"-119.39"
7800;"2017-02-05";"36";"Prélévement automatique";"-122.66"
7801;"2017-02-05";"111";"Prélévement automatique";"-113.97"
7802;"2017-02-05";"75";"Prélévement automatique";"-37.73"
7803;"2017-02-05";"42";"Prélévement automatique";"-152.54"
7804;"2017-02-05";"3";"Prélévement automatique";"-111.34"
7805;"2017-02-05";"122";"Facture carte";"-29.59"
7806;"2017-02-05";"187";"Virement";"1035.56"
7807;"2017-02-05";"105";"Encaissement chèque 149974";"337.07"
7808;"2017-02-05";"73";"Virement";"454.21"
7809;"2017-02-05";"195";"Prélévement automatique";"-169.64"
7810;"2017-02-05";"104";"Encaissement chèque 209771";"232.35"
7811;"2017-02-05";"125";"Virement";"881.12"
7812;"2017-02-05";"112";"Encaissement chèque 879803";"-222.18"
7813;"2017-02-05";"77";"Virement";"-93.26"
7814;"2017-02-05";"42";"Virement";"889.49"
7815;"2017-02-05";"183";"Encaissement chèque 350369";"249.72"
7816;"2017-02-06";"179";"Facture carte";"-7.18"
7817;"2017-02-06";"94";"Prélévement automatique";"-93.76"
7818;"2017-02-06";"172";"Prélévement automatique";"-187.64"
7819;"2017-02-06";"58";"Virement";"407.49"
7820;"2017-02-06";"42";"Facture carte";"-72.35"
7821;"2017-02-06";"1";"Prélévement automatique";"-150.9"
7822;"2017-02-06";"11";"Facture carte";"-104.15"
7823;"2017-02-06";"193";"Encaissement chèque 639661";"-394.09"
7824;"2017-02-06";"137";"Encaissement chèque 933230";"-204.47"
7825;"2017-02-06";"75";"Virement";"586.46"
7826;"2017-02-06";"34";"Virement";"159.39"
7827;"2017-02-06";"13";"Encaissement chèque 526074";"207.4"
7828;"2017-02-06";"118";"Encaissement chèque 515532";"-375.38"
7829;"2017-02-06";"12";"Prélévement automatique";"-51.13"
7830;"2017-02-06";"17";"Virement";"1242.66"
7831;"2017-02-06";"2";"Virement";"1045.55"
7832;"2017-02-06";"34";"Facture carte";"-172.04"
7833;"2017-02-06";"34";"Facture carte";"-118.51"
7834;"2017-02-06";"112";"Encaissement chèque 241249";"-213.57"
7835;"2017-02-06";"153";"Encaissement chèque 218826";"-196.3"
7836;"2017-02-06";"125";"Prélévement automatique";"-108.73"
7837;"2017-02-06";"87";"Virement";"36.89"
7838;"2017-02-06";"3";"Encaissement chèque 842943";"207.5"
7839;"2017-02-06";"118";"Prélévement automatique";"-116.81"
7840;"2017-02-06";"18";"Intérets reversés au capital";"2676.25"
7841;"2017-02-06";"118";"Virement";"296.04"
7842;"2017-02-06";"8";"Encaissement chèque 885434";"-76.01"
7843;"2017-02-06";"12";"Encaissement chèque 586804";"166.17"
7844;"2017-02-06";"94";"Facture carte";"-16.5"
7845;"2017-02-06";"36";"Prélévement automatique";"-146.94"
7846;"2017-02-06";"60";"Intérets reversés au capital";"3966.36"
7847;"2017-02-06";"153";"Prélévement automatique";"-163.51"
7848;"2017-02-06";"131";"Encaissement chèque 021700";"69.91"
7849;"2017-02-06";"23";"Encaissement chèque 216667";"-218.15"
7850;"2017-02-06";"132";"Facture carte";"-6.25"
7851;"2017-02-06";"87";"Virement";"668.13"
7852;"2017-02-06";"171";"Facture carte";"-40.22"
7853;"2017-02-06";"168";"Prélévement automatique";"-42.63"
7854;"2017-02-06";"34";"Prélévement automatique";"-170.81"
7855;"2017-02-06";"57";"Prélévement automatique";"-109.44"
7856;"2017-02-06";"167";"Virement";"1008.05"
7857;"2017-02-06";"30";"Encaissement chèque 527077";"-227.15"
7858;"2017-02-06";"166";"Facture carte";"-198.17"
7859;"2017-02-06";"23";"Virement";"700.2"
7860;"2017-02-06";"118";"Virement";"-61.23"
7861;"2017-02-06";"34";"Prélévement automatique";"-99.94"
7862;"2017-02-06";"50";"Encaissement chèque 826254";"-187.09"
7863;"2017-02-06";"8";"Virement";"-274.03"
7864;"2017-02-06";"183";"Facture carte";"-146.92"
7865;"2017-02-06";"137";"Virement";"95.88"
7866;"2017-02-06";"23";"Encaissement chèque 537226";"212.99"
7867;"2017-02-06";"48";"Prélévement automatique";"-105.52"
7868;"2017-02-06";"172";"Encaissement chèque 229748";"208.77"
7869;"2017-02-06";"25";"Prélévement automatique";"-128.73"
7870;"2017-02-06";"19";"Facture carte";"-85.9"
7871;"2017-02-06";"195";"Facture carte";"-75.03"
7872;"2017-02-06";"2";"Encaissement chèque 415884";"-104.18"
7873;"2017-02-06";"171";"Facture carte";"-196.32"
7874;"2017-02-06";"64";"Facture carte";"-45.07"
7875;"2017-02-06";"105";"Virement";"511.07"
7876;"2017-02-06";"36";"Encaissement chèque 511554";"179.99"
7877;"2017-02-06";"122";"Virement";"1396.84"
7878;"2017-02-06";"132";"Prélévement automatique";"-61.5"
7879;"2017-02-06";"132";"Prélévement automatique";"-108.44"
7880;"2017-02-06";"101";"Encaissement chèque 475523";"-146.16"
7881;"2017-02-06";"64";"Facture carte";"-151.92"
7882;"2017-02-06";"132";"Virement";"848.71"
7883;"2017-02-06";"3";"Encaissement chèque 665033";"145.7"
7884;"2017-02-06";"8";"Prélévement automatique";"-46.65"
7885;"2017-02-06";"1";"Virement";"679.46"
7886;"2017-02-06";"103";"Prélévement automatique";"-85.69"
7887;"2017-02-06";"122";"Encaissement chèque 900505";"-153.71"
7888;"2017-02-06";"125";"Facture carte";"-102.17"
7889;"2017-02-06";"138";"Prélévement automatique";"-146.37"
7890;"2017-02-06";"132";"Encaissement chèque 767043";"49.73"
7891;"2017-02-06";"1";"Facture carte";"-20.14"
7892;"2017-02-06";"56";"Prélévement automatique";"-33.46"
7893;"2017-02-06";"103";"Facture carte";"-147.99"
7894;"2017-02-06";"73";"Facture carte";"-113.46"
7895;"2017-02-06";"42";"Prélévement automatique";"-141.62"
7896;"2017-02-06";"138";"Encaissement chèque 420375";"-320.62"
7897;"2017-02-06";"179";"Facture carte";"-148.67"
7898;"2017-02-06";"125";"Prélévement automatique";"-155.63"
7899;"2017-02-06";"112";"Encaissement chèque 029303";"27.48"
7900;"2017-02-06";"17";"Facture carte";"-135.67"
7901;"2017-02-06";"11";"Facture carte";"-184.45"
7902;"2017-02-06";"103";"Virement";"377.96"
7903;"2017-02-06";"19";"Encaissement chèque 180228";"194.13"
7904;"2017-02-06";"134";"Encaissement chèque 518381";"49.54"
7905;"2017-02-06";"143";"Encaissement chèque 318764";"117.43"
7906;"2017-02-06";"103";"Encaissement chèque 667825";"-53.71"
7907;"2017-02-06";"56";"Prélévement automatique";"-43.2"
7908;"2017-02-06";"138";"Virement";"601.13"
7909;"2017-02-06";"138";"Prélévement automatique";"-85.18"
7910;"2017-02-06";"150";"Facture carte";"-197.99"
7911;"2017-02-06";"153";"Prélévement automatique";"-21.51"
